County,Date,Statute,Page
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,15
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c)schooyearwihaveessthan180,16
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,16
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h),16
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,16
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,17
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,17
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-184.1,17
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,17
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-204studentteachingcompeted(onytobeusedfordifficut-to-fipositions),18
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,18
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-217,18
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,18
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,18
Oglethorpe County SWSS Contract Signed,"June 30, 2026",160-4-8-.05,19
Oglethorpe County SWSS Contract Signed,"June 30, 2026",160-5-1-.22,19
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,19
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,19
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,20
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,20
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,20
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,21
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,21
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-183,21
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-184,21
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-185,22
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,22
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-171withouttheimitationofhavingtoexpend65,22
Oglethorpe County SWSS Contract Signed,"June 30, 2026",§ 20-2-260,22
Towns County SWSS Contract Signed,"June 30, 2026",160-4-2-.05beowthe5,12
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,13
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-283whichwoudeiminatetheneedforthiscodeasthiscodeiswritteninaccordanceto20-2-283,13
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-264,13
Towns County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,13
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-151throughouttheyearwhichmayattimesrequireessthan180,14
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c)throughouttheyearwhichmayattimesrequireessthan180,14
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-160(a)throughouttheyearwhichmayattimesrequireessthan180,14
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h)and20-2-167,14
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,14
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,14
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h)and20-2-167,15
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h),15
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,15
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-216,15
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,15
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,15
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,16
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-161,16
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,17
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,17
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-183,17
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-184,17
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-185,17
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,17
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-260,18
Towns County SWSS Contract Signed,"June 30, 2026",§ 20-2-411,18
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,12
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,13
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-187(b),13
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,13
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,13
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,13
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),13
Monroe County SWSS Contract Signed,"June 30, 2026",160-5-1-.22,13
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,13
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h),13
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,14
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-217,14
Monroe County SWSS Contract Signed,"June 30, 2026",160-4-4-.01,14
Monroe County SWSS Contract Signed,"June 30, 2026",160-4-8-.05,14
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,14
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,14
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,14
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,15
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,15
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-161,15
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-183,15
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-184,15
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-260,15
Monroe County SWSS Contract Signed,"June 30, 2026",§ 20-2-411,15
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,12
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,13
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,13
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,13
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,13
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-156,13
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-2131thatmaybewaivedasneededwoudbesection(c),13
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-290,13
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-85,14
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,14
Oconee County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,14
Oconee County SWSS Contract Signed,"June 30, 2026",160-4-2-.38,14
Oconee County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,14
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-108,14
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,14
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-160(a),15
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,15
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),15
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,15
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-184.1,15
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,15
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,15
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,15
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,15
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,15
Oconee County SWSS Contract Signed,"June 30, 2026",160-4-8-.05,16
Oconee County SWSS Contract Signed,"June 30, 2026",160-5-1-.22,16
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,16
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-161,16
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,16
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,16
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-183,16
Oconee County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,17
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-151.2,13
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,13
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,13
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-149.2),13
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,13
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,13
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-187(b),13
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-2131,13
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,14
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-290,14
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-690.2,14
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-85),14
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,14
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-85,14
Pike County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,14
Pike County SWSS Contract Signed,"June 30, 2026",160-4-2-.38,14
Pike County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,14
Pike County SWSS Contract Signed,"June 30, 2026",160-5-1-.15,15
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,15
Pike County SWSS Contract Signed,"June 30, 2026",160-4-2-.05,15
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-151forkindergarten(currentyareona176studentdaycaendar),16
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,16
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,16
Pike County SWSS Contract Signed,"June 30, 2026",160-4-8-.05,16
Pike County SWSS Contract Signed,"June 30, 2026",160-5-1-.22,16
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h),16
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-184.1,16
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,16
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,17
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-216,17
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-217,17
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,17
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-85),17
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,17
Pike County SWSS Contract Signed,"June 30, 2026",160-4-4-.01,17
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-108,17
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,18
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,18
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,18
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-108,18
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,19
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-171minimum65,19
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-184,19
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-18620-2-186,19
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-185,19
Pike County SWSS Contract Signed,"June 30, 2026",§ 20-2-411,19
Gwinnett County SWSS Contract Signed,"June 30, 2026",160-5-1-.15organziationsnotistedin20-3-519(6,12
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,13
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,13
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,13
Gwinnett County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,13
Gwinnett County SWSS Contract Signed,"June 30, 2026",160-4-2-.05,13
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,13
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,13
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-284,13
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-2131,14
Gwinnett County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,14
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,14
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-156,14
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,15
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),15
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-216,15
Gwinnett County SWSS Contract Signed,"June 30, 2026",160-4-8-.05,15
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,15
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,15
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,15
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,16
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,16
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,17
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,17
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-183,17
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,17
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-161,17
Gwinnett County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,17
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,12
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,13
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,13
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,13
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,13
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-155,13
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-156,14
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-187(b),14
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-2131,14
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,14
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-290,14
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-690.2,15
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-85,15
Douglas County SWSS Contract Signed,"June 30, 2026",160-4-2-.05,15
Douglas County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,15
Douglas County SWSS Contract Signed,"June 30, 2026",160-4-2-.38,15
Douglas County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,16
Douglas County SWSS Contract Signed,"June 30, 2026",160-5-1-.15,16
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-15112thgradeisessthan180,16
Douglas County SWSS Contract Signed,"June 30, 2026",160-5-1.02,16
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c)12thgradeisessthan180,17
Douglas County SWSS Contract Signed,"June 30, 2026",160-5-1.02,17
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,17
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h),17
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-184.1,17
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,17
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-211,17
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,18
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,18
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,18
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-940,18
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-941,19
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-942,19
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-943,19
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-944,20
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-945,20
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-946,20
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-948,21
Douglas County SWSS Contract Signed,"June 30, 2026",160-4-8-.05,21
Douglas County SWSS Contract Signed,"June 30, 2026",160-5-1-.22,21
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,21
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,21
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,21
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,21
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,22
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,22
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-161,22
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,22
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,22
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-183,22
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-184..7,22
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-185,23
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,23
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-260,23
Douglas County SWSS Contract Signed,"June 30, 2026",§ 20-2-411,23
Early County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,13
Early County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,13
Early County SWSS Contract Signed,"June 30, 2026",§ 20-2-85,13
Early County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,13
Early County SWSS Contract Signed,"June 30, 2026",160-4-8-.05,14
Early County SWSS Contract Signed,"June 30, 2026",§ 20-2-160(a),14
Early County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,14
Early County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c)these170,14
Early County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,15
Early County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h),15
Early County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,15
Early County SWSS Contract Signed,"June 30, 2026",§ 20-2-204minimumof60,15
Early County SWSS Contract Signed,"June 30, 2026",§ 20-2-217,16
Early County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,16
Early County SWSS Contract Signed,"June 30, 2026",160-4-8-.05,16
Early County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,16
Early County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,17
Early County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,17
Early County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,17
Early County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,18
Hancock County SWSS Contract Signed,"July 1, 2024",160-4-2-.4828,13
Hancock County SWSS Contract Signed,"July 1, 2024",§ 20-2-212,14
Hancock County SWSS Contract Signed,"July 1, 2024",§ 20-2-1824,14
Hancock County SWSS Contract Signed,"July 1, 2024",§ 20-2-200,15
Hancock County SWSS Contract Signed,"July 1, 2024",§ 20-2-182,15
Hancock County SWSS Contract Signed,"July 1, 2024",§ 20-2-218,15
Hancock County SWSS Contract Signed,"July 1, 2024",§ 20-2-171,16
Jenkins County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,12
Jenkins County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,13
Jenkins County SWSS Contract Signed,"June 30, 2026",§ 20-2-156,13
Jenkins County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,13
Jenkins County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,13
Jenkins County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,13
Jenkins County SWSS Contract Signed,"June 30, 2026",160-4-2-.38increasedby1-10,14
Jenkins County SWSS Contract Signed,"June 30, 2026",160-5-1-.15,14
Jenkins County SWSS Contract Signed,"June 30, 2026",§ 20-2-108,14
Jenkins County SWSS Contract Signed,"June 30, 2026",§ 20-2-160(a),15
Jenkins County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),15
Jenkins County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,15
Jenkins County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,15
Jenkins County SWSS Contract Signed,"June 30, 2026",160-5-1-.22,16
Jenkins County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,16
Jenkins County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,17
Jenkins County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,17
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,13
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,13
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,13
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,13
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,13
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-2131,13
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,13
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-85,13
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,13
Ware County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,13
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,14
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,14
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),14
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,14
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h),14
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-184.1,14
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,14
Ware County SWSS Contract Signed,"June 30, 2026",160-5-1-.22,15
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,15
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,15
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,15
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,15
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,16
Ware County SWSS Contract Signed,"June 30, 2026",§ 20-2-411,16
Irwin County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,12
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,13
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,13
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,13
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,13
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1throughcreativescheduingoptionssuchasacompacted4x4,13
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,13
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-284,14
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-290,14
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-690.2,14
Irwin County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,14
Irwin County SWSS Contract Signed,"June 30, 2026",160-5-1-.15,14
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-85,14
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,14
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-187(b),14
Irwin County SWSS Contract Signed,"June 30, 2026",160-4-2-.05,14
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),15
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,15
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-211,15
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,15
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h),16
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,16
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,16
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,16
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,16
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,17
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-216,17
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,17
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,17
Irwin County SWSS Contract Signed,"June 30, 2026",160-4-4-.01,17
Irwin County SWSS Contract Signed,"June 30, 2026",160-4-8-.05musthave90,17
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,18
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,18
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,18
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,18
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,19
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,19
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,19
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,20
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-260,20
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-411,20
Irwin County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,20
McDuffie County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,13
McDuffie County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,13
McDuffie County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,13
McDuffie County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,13
McDuffie County SWSS Contract Signed,"June 30, 2026",160-4-8-.12,14
McDuffie County SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,14
McDuffie County SWSS Contract Signed,"June 30, 2026",§ 20-2-156,14
McDuffie County SWSS Contract Signed,"June 30, 2026",§ 20-2-2131,14
McDuffie County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,14
McDuffie County SWSS Contract Signed,"June 30, 2026",§ 20-2-284,15
McDuffie County SWSS Contract Signed,"June 30, 2026",§ 20-2-290,15
McDuffie County SWSS Contract Signed,"June 30, 2026",§ 20-2-690.2,15
McDuffie County SWSS Contract Signed,"June 30, 2026",§ 20-2-85,15
McDuffie County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,15
McDuffie County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,16
McDuffie County SWSS Contract Signed,"June 30, 2026",160-4-2-.38,16
McDuffie County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,16
McDuffie County SWSS Contract Signed,"June 30, 2026",160-5-1-.15,16
McDuffie County SWSS Contract Signed,"June 30, 2026",160-4-2-.05,17
McDuffie County SWSS Contract Signed,"June 30, 2026",§ 20-2-108,17
McDuffie County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,17
McDuffie County SWSS Contract Signed,"June 30, 2026",§ 20-2-160(a),18
McDuffie County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,18
